NEVO-code,food_group_en,food_name_en,food_group_nl,food_name_nl,remark_nl,synonym_nl,food_group_no,food_name_no,food_group_de,food_name_de,food_group_es,food_name_es,food_group_el,food_name_el,food_group_it,food_name_it,food_group_pl,food_name_pl,food_group_sl,food_name_sl
99,Meat and poultry,Mutton >10g fat raw av,Vlees en gevogelte,Schapenvlees >10 g vet rauw gem,,,Kjøtt og fjærfe,"Fårekjøtt >10 g fett, rått, gjennomsnittlig",Fleisch und Geflügel,"Schafsfleisch >10 g Fett, roh, durchschnittlich",Carne y aves,"Carne de cordero >10 g de grasa, cruda, valor medio",Κρέας και πουλερικά,Προβάτο >10 g λίπος ωμό κατά μέσο όρο,Carne e pollame,"Carne di montone >10 g di grassi (cruda, media)",Mięso i drób,"Baranina >10 g tłuszczu w stanie surowym, średnio",Meso in perutnina,Ovčje meso >10 g maščobe surovo povprečno
105,Meat and poultry,Brains calf's raw,Vlees en gevogelte,Kalfshersenen rauw,,,Kjøtt og fjærfe,Rå kalvekjerner,Fleisch und Geflügel,"Kalbsgehirn, roh",Carne y aves,Sesos de ternera crudos,Κρέας και πουλερικά,Ακατέργαστος εγκέφαλος μοσχαριού,Carne e pollame,Cervello di vitello crudo,Mięso i drób,Surowy mózg cielęcy,Meso in perutnina,Suroji telečji možgani
106,Meat and poultry,Duck w skin raw,Vlees en gevogelte,Eend m vel rauw,"Vlees, vet en vel van hele eend.",,Kjøtt og fjærfe,"And med skinn, rå",Fleisch und Geflügel,"Ente mit Haut, roh",Carne y aves,Pato con piel crudo,Κρέας και πουλερικά,Πάπια με δέρμα ωμή,Carne e pollame,"Anatra con pelle, cruda",Mięso i drób,"Kaczka ze skórą, surowa",Meso in perutnina,"Raca s kožo, surova"
107,Meat and poultry,Hare whole raw,Vlees en gevogelte,Haas rauw,,,Kjøtt og fjærfe,"Hare, hel, rå",Fleisch und Geflügel,"Hase, ganz, roh",Carne y aves,Liebre entera cruda,Κρέας και πουλερικά,Λαγός ολόκληρος ωμός,Carne e pollame,Lepre intera cruda,Mięso i drób,Zając cały surowy,Meso in perutnina,"Zajec, cel, surov"
108,Meat and poultry,Chicken w skin raw,Vlees en gevogelte,Kip m vel rauw,"Gem van hele kip, bout en poten.",,Kjøtt og fjærfe,"Kylling med skinn, rå",Fleisch und Geflügel,"Hähnchen mit Haut, roh",Carne y aves,Pollo con piel crudo,Κρέας και πουλερικά,Κοτόπουλο με δέρμα ωμό,Carne e pollame,Pollo con pelle crudo,Mięso i drób,"Kurczak ze skórą, surowy",Meso in perutnina,"Piščanec s kožo, surov"
109,Meat and poultry,Rabbit domesticated raw,Vlees en gevogelte,Konijn tam rauw,,,Kjøtt og fjærfe,"Tamme kaniner, rå",Fleisch und Geflügel,"Kaninchen, domestiziert, roh",Carne y aves,Conejo domesticado crudo,Κρέας και πουλερικά,Κουνέλι οικόσιτο ωμό,Carne e pollame,Coniglio domestico crudo,Mięso i drób,"Królik domowy, surowy",Meso in perutnina,"Domači zajec, surov"
110,Meat and poultry,Rabbit wild raw,Vlees en gevogelte,Konijn wild rauw,,,Kjøtt og fjærfe,"Vilt kanin, rå",Fleisch und Geflügel,"Wildkaninchen, roh",Carne y aves,Conejo silvestre crudo,Κρέας και πουλερικά,Άγριο κουνέλι ωμό,Carne e pollame,Coniglio selvatico crudo,Mięso i drób,Dziki królik surowy,Meso in perutnina,"Divji zajec, surov"
111,"Fish, crustacean and shellfish",Mussels boiled,"Vis, schaal- en schelpdieren",Mosselen gekookt,,,"Fisk, krepsdyr og skalldyr",Kokte blåskjell,"Fisch, Krebstiere und Schalentiere",Gekochte Miesmuscheln,"Pescado, crustáceos y marisco",Mejillones hervidos,"Ψάρια, οστρακοειδή και μαλάκια",Μύδια βρασμένα,"Pesce, crostacei e molluschi",Cozze bollite,"Ryby, skorupiaki i mięczaki",Gotowane małże,"Ribe, raki in školjke",Kuhane školjke
112,"Fish, crustacean and shellfish",Eel raw,"Vis, schaal- en schelpdieren",Paling rauw,,,"Fisk, krepsdyr og skalldyr","Ål, rå","Fisch, Krebstiere und Schalentiere","Aal, roh","Pescado, crustáceos y marisco",Anguila cruda,"Ψάρια, οστρακοειδή και μαλάκια",Χέλι ωμό,"Pesce, crostacei e molluschi",Anguilla cruda,"Ryby, skorupiaki i mięczaki",Węgorz surowy,"Ribe, raki in školjke",Surova jegulja
113,"Fish, crustacean and shellfish",Herring raw,"Vis, schaal- en schelpdieren",Haring pan- rauw,,Panharing rauw,"Fisk, krepsdyr og skalldyr","Sild, rå","Fisch, Krebstiere und Schalentiere","Hering, roh","Pescado, crustáceos y marisco",Arenque crudo,"Ψάρια, οστρακοειδή και μαλάκια",Ρωτή ρέγγα,"Pesce, crostacei e molluschi",Aringa cruda,"Ryby, skorupiaki i mięczaki",Śledź surowy,"Ribe, raki in školjke",Sled surov
114,"Fish, crustacean and shellfish",Fish lean 0-5 g fat raw av,"Vis, schaal- en schelpdieren",Vis mager 0-5 g vet gem rauw,,,"Fisk, krepsdyr og skalldyr","Magert fisk 0–5 g fett, rå, gjennomsnittlig","Fisch, Krebstiere und Schalentiere",Magerer Fisch 0–5 g Fett roh durchschnittlich,"Pescado, crustáceos y marisco","Pescado magro 0-5 g de grasa crudo, de media","Ψάρια, οστρακοειδή και μαλάκια",Ψάρι άπαχο 0-5 g λίπος ωμό μέσος όρος,"Pesce, crostacei e molluschi","Pesce magro 0-5 g di grassi, crudo, av","Ryby, skorupiaki i mięczaki","Ryby chude 0–5 g tłuszczu, surowe, średnio","Ribe, raki in školjke","Riba, pusta, 0–5 g maščobe, surova, povprečno"
116,"Fish, crustacean and shellfish",Fish fat >5 g fat raw av,"Vis, schaal- en schelpdieren",Vis vet >5 g vet gem rauw,,,"Fisk, krepsdyr og skalldyr",Fiskfett >5 g fett rå av,"Fisch, Krebstiere und Schalentiere","Fettgehalt von Fisch >5 g Fett, roh, durchschnittlich","Pescado, crustáceos y marisco","Grasa de pescado >5 g de grasa cruda, valor medio","Ψάρια, οστρακοειδή και μαλάκια",Λίπος ψαριού >5 g λίπους ωμό κατά μέσο όρο,"Pesce, crostacei e molluschi",Grasso di pesce >5 g di grasso (valore medio a crudo),"Ryby, skorupiaki i mięczaki","Tłuszcz rybny >5 g tłuszczu w stanie surowym, średnia","Ribe, raki in školjke",Ribja maščoba >5 g maščobe surova povprečna vrednost
117,Legumes,Beans white/ brown dried,Peulvruchten,Bonen witte/bruine gedroogd,,Bruine bonen/ witte bonen gedroogd,Belgfrukter,Hvite/brune tørkede bønner,Hülsenfrüchte,"Weiße/braune Bohnen, getrocknet",Legumbres,Alubias blancas/marrones secas,Όσπρια,"Λευκά/καφέ φασόλια, αποξηραμένα",Legumi,Fagioli bianchi/marroni secchi,Rośliny strączkowe,Fasola biała/brązowa suszona,Stročnice,Beli/rjavi suhi fižol
118,Legumes,Peas green dried,Peulvruchten,Erwten groene gedroogd,,,Belgfrukter,"Grønne, tørkede erter",Hülsenfrüchte,Grüne getrocknete Erbsen,Legumbres,Guisantes verdes secos,Όσπρια,Πράσινα αποξηραμένα μπιζέλια,Legumi,Piselli verdi essiccati,Rośliny strączkowe,Groch zielony suszony,Stročnice,Zeleni sušeni grah
119,Legumes,Peas marrowfat dried,Peulvruchten,Kapucijners gedroogd,,,Belgfrukter,Tørkede erter av sorten «marrowfat»,Hülsenfrüchte,Getrocknete Erbsen (Marmorfarbene Sorte),Legumbres,Guisantes «marrowfat» secos,Όσπρια,Αποξηραμένα μπιζέλια «marrowfat»,Legumi,Piselli «marrowfat» essiccati,Rośliny strączkowe,Suszony groszek „marrowfat”,Stročnice,Sušeni grah sorte Marrowfat
120,Legumes,Lentils green and brown dried,Peulvruchten,Linzen groene en bruine gedroogd,,,Belgfrukter,Grønne og brune tørkede linser,Hülsenfrüchte,Grüne und braune getrocknete Linsen,Legumbres,Lentejas verdes y marrones secas,Όσπρια,"Πράσινες και καφέ φακές, αποξηραμένες",Legumi,Lenticchie verdi e marroni essiccate,Rośliny strączkowe,Suszona soczewica zielona i brązowa,Stročnice,Zelena in rjava suha leča
121,Potatoes and tubers,Potatoes mashed fresh prep w semi-skimmed milk and margarin,Aardappelen en knolgewassen,Aardappelpuree vers bereid m halfvolle melk en margarine,,,Poteter og knoller,Ferskt potetmos tilberedt med halvskummet melk og margarin,Kartoffeln und Knollen,Frisch zubereitetes Kartoffelpüree mit fettarmer Milch und Margarine,Patatas y tubérculos,Puré de patatas recién hecho con leche semidesnatada y margarina,Πατάτες και κονδύλοι,Πουρές πατάτας φρέσκιας παρασκευής με ημιαποβουτυρωμένο γάλα και μαργαρίνη,Patate e tuberi,Purè di patate fresco preparato con latte parzialmente scremato e margarina,Ziemniaki i bulwy,Puree ziemniaczane ze świeżych ziemniaków z dodatkiem mleka półtłustego i margaryny,Krompir in gomolji,"Krompirjev pire, sveže pripravljen s polposnetim mlekom in margarino"
122,Savoury snacks,Crisps potato av,Hartige snacks en zoutjes,Chips gem,,,Salte snacks,Potetchips av,Herzhafte Snacks,Kartoffelchips av,Aperitivos salados,Patatas fritas av,Αλμυρά σνακ,Πατατάκια av,Snack salati,Patate fritte av,Pikantne przekąski,Chipsy ziemniaczane av,Slani prigrizki,Krompirjevi čips av
124,Vegetables,Radish raw,Groente,Radijs rauw,,,Grønnsaker,Rå reddik,Gemüse,"Rettich, roh",Verduras,Rábano crudo,Λαχανικά,Ραπανάκι ωμό,Verdure,Ravanello crudo,Warzywa,Rzodkiewka surowa,Zelenjava,Surova redkev
125,Vegetables,Radish black raw,Groente,Rammenas rauw,,,Grønnsaker,"Svart reddik, rå",Gemüse,"Schwarzer Rettich, roh",Verduras,Rábano negro crudo,Λαχανικά,Μαύρο ραπανάκι ωμό,Verdure,Ravanello nero crudo,Warzywa,Czarna rzodkiew surowa,Zelenjava,"Črna redkev, surova"
126,Vegetables,Cress garden raw,Groente,Sterkers rauw,,Tuinkers rauw,Grønnsaker,"Karse, rå",Gemüse,"Kresse, roh",Verduras,Berro de jardín crudo,Λαχανικά,Κρέσσο κήπου ωμό,Verdure,Crescione da giardino crudo,Warzywa,Rzeżucha ogrodowa surowa,Zelenjava,Surova vodna kreša
127,Vegetables,Vegetables mixture raw av,Groente,Rauwkost gem,,,Grønnsaker,Grønnsaksblanding rå av,Gemüse,Gemüsemischung roh av,Verduras,Mezcla de verduras crudas av,Λαχανικά,Μείγμα λαχανικών ωμό av,Verdure,Miscela di verdure crude av,Warzywa,Mieszanka warzyw surowych av,Zelenjava,Mešanica surove zelenjave av
128,Herbs and spices,Parsley fresh,Kruiden en specerijen,Peterselie vers,,,Urter og krydder,Fersk persille,Kräuter und Gewürze,Frische Petersilie,Hierbas y especias,Perejil fresco,Βότανα και μπαχαρικά,Φρέσκος μαϊντανός,Erbe aromatiche e spezie,Prezzemolo fresco,Zioła i przyprawy,Pietruszka świeża,Zelišča in začimbe,"Petršilj, svež"
130,Vegetables,Asparagus white tinned,Groente,Asperge witte blik/glas,,,Grønnsaker,Hvit asparges på boks,Gemüse,Weißer Spargel aus der Dose,Verduras,Espárragos blancos en conserva,Λαχανικά,Λευκά σπαράγγια σε κονσέρβα,Verdure,Asparagi bianchi in scatola,Warzywa,Szparagi białe w puszce,Zelenjava,Beli šparglji v konzervi
131,Vegetables,Gherkins sour pickled,Groente,Augurk zuur,,Zure bom,Grønnsaker,Syltede agurker,Gemüse,Sauer eingelegte Gewürzgurken,Verduras,Pepinillos en escabeche agrio,Λαχανικά,Αγγουράκια τουρσί ξινά,Verdure,Cetriolini sottaceto,Warzywa,Korniszony marynowane na kwaśno,Zelenjava,Kisli kisli kumarici
132,Vegetables,Gherkins sweet pickled,Groente,Augurk zoetzuur,,,Grønnsaker,Søte syltede agurker,Gemüse,Süß eingelegte Gewürzgurken,Verduras,Pepinillos dulces en escabeche,Λαχανικά,Αγγουράκια τουρσί γλυκά,Verdure,Cetriolini sottaceto dolci,Warzywa,Korniszony marynowane na słodko,Zelenjava,Sladko kisli korenčki
133,Vegetables,Mushroom tinned,Groente,Champignon blik/glas,,,Grønnsaker,Sopp på boks,Gemüse,Pilze aus der Dose,Verduras,Setas en conserva,Λαχανικά,Μανιτάρια κονσερβοποιημένα,Verdure,Funghi in scatola,Warzywa,Grzyby w puszce,Zelenjava,Gobe v konzervah
134,Vegetables,Peas medium fine tinned,Groente,Doperwten middelfijn blik/glas,,,Grønnsaker,"Erter, middels fine, hermetiserte",Gemüse,"Erbsen, mittelgrob, aus der Dose",Verduras,"Guisantes en conserva, de grano medio-fino",Λαχανικά,"Μπιζέλια μεσαίου μεγέθους, κονσερβοποιημένα",Verdure,Piselli medi-fini in scatola,Warzywa,Groch średnio rozdrobniony w puszce,Zelenjava,"Grah, srednje drobno, v konzervi"
135,Vegetables,Peas super fine tinned,Groente,Doperwten zeer fijn/extra fijn blik/glas,Gem van zeer fijn en extra fijn.,,Grønnsaker,Superfine erter på boks,Gemüse,"Erbsen, superfein, aus der Dose",Verduras,Guisantes superfinos en conserva,Λαχανικά,"Μπιζέλια εξαιρετικά ψιλά, κονσερβοποιημένα",Verdure,Piselli super fini in scatola,Warzywa,Groch bardzo drobno zmielony w puszce,Zelenjava,"Grah, zelo drobno mlet, v konzervi"
136,Vegetables,Peas and carrots tinned,Groente,Doperwten m wortelen blik/glas,Gem van gewoon en extra fijn.,,Grønnsaker,Erter og gulrøtter på boks,Gemüse,Erbsen und Möhren aus der Dose,Verduras,Guisantes y zanahorias en conserva,Λαχανικά,Μπιζέλια και καρότα σε κονσέρβα,Verdure,Piselli e carote in scatola,Warzywa,Groch i marchew w puszkach,Zelenjava,Grah in korenje v konzervah
137,Fruits,Olives green in brine tinned/glass,Fruit,Olijven groen in water blik/glas,,Groene olijven,Frukt,"Grønne oliven i saltlake, hermetisert/i glass",Obst,"Grüne Oliven in Salzlake, in Dosen/Glas",Frutas,"Aceitunas verdes en salmuera, en lata o en tarro de cristal",Φρούτα,"Πράσινες ελιές σε άλμη, κονσερβοποιημένες/σε γυάλινο βάζο",Frutta,Olive verdi in salamoia in scatola/vasetto,Owoce,"Zielone oliwki w solance, w puszce/szklanym słoiku",Sadje,"Zelene oljke v slanici, v pločevinki/steklenici"
138,Vegetables,Beans runner tinned,Groente,Bonen snij- blik/glas,,Snijbonen blik/glas,Grønnsaker,"Bønner, stangbønner, hermetisert",Gemüse,Stangenbohnen aus der Dose,Verduras,Judías de ramo en conserva,Λαχανικά,Φασόλια «runner» κονσερβοποιημένα,Verdure,Fagioli rampicanti in scatola,Warzywa,Fasola szparagowa w puszce,Zelenjava,"Fižol »runner«, konzerviran"
139,Vegetables,Beans French tinned,Groente,Bonen sperzie- blik/glas,,Sperziebonen/haricots verts blik/glas,Grønnsaker,Franske bønner på boks,Gemüse,"Bohnen, französisch, aus der Dose",Verduras,Alubias francesas en conserva,Λαχανικά,Φασόλια γαλλικά κονσερβοποιημένα,Verdure,Fagioli francesi in scatola,Warzywa,Fasola francuska w puszce,Zelenjava,Francoski fižol v konzervah
140,Vegetables,Spinach tinned,Groente,Spinazie blik/glas,,,Grønnsaker,Spinat på boks,Gemüse,Spinat aus der Dose,Verduras,Espinacas en conserva,Λαχανικά,Σπανάκι κονσερβοποιημένο,Verdure,Spinaci in scatola,Warzywa,Szpinak w puszce,Zelenjava,Špinača v konzervah
141,Vegetables,Tomato puree concentrated tinned,Groente,Puree tomaten- geconcentreerd blik,,Tomatenpuree geconcentreerd,Grønnsaker,Konsentrert tomatpuré på boks,Gemüse,"Tomatenmark, konzentriert, aus der Dose",Verduras,Puré de tomate concentrado en lata,Λαχανικά,Συμπυκνωμένος πουρές ντομάτας σε κονσέρβα,Verdure,Passata di pomodoro concentrata in scatola,Warzywa,Skoncentrowany przecier pomidorowy w puszkach,Zelenjava,Koncentriran paradižnikov pire v pločevinki
142,Vegetables,Beans broad tinned,Groente,Bonen tuin- blik/glas,,Tuinbonen blik/glas,Grønnsaker,Brede bønner på boks,Gemüse,Breite Bohnen aus der Dose,Verduras,Alubias anchas en conserva,Λαχανικά,Φασόλια πλατιά σε κονσέρβα,Verdure,Fagioli larghi in scatola,Warzywa,Fasola szeroka w puszce,Zelenjava,Široki fižol v konzervi
143,Vegetables,Carrot tinned,Groente,Wortel blik/glas,,,Grønnsaker,Gulrot på boks,Gemüse,Karotten aus der Dose,Verduras,Zanahoria en conserva,Λαχανικά,Καρότο κονσερβοποιημένο,Verdure,Carota in scatola,Warzywa,Marchew w puszce,Zelenjava,Korenje v konzervi
144,Vegetables,Silver-skin onion sweet pickled glass,Groente,Ui zilver- zoetzuur glas,,Zilveruitjes zoetzuur glas,Grønnsaker,Søtlagt løk med sølvskinn i glass,Gemüse,Süß eingelegte Silberhautzwiebeln im Glas,Verduras,"Cebolla de piel plateada en escabeche dulce, envasada en tarro de cristal",Λαχανικά,"Γλυκό κρεμμύδι με ασημένια φλούδα, τουρσί σε γυάλινο βάζο",Verdure,Cipolle con la buccia argentata sottaceto in barattolo di vetro,Warzywa,Słodka marynowana cebula w słoiku z srebrną skórką,Zelenjava,Sladko kisla čebula s srebrno lupino v kozarcu
145,Vegetables,Cabbage red glass,Groente,Kool rode blik/glas,Betreft rode kool zonder appeltjes.,,Grønnsaker,Rødkål i glass,Gemüse,Rotkohl,Verduras,Col en frasco de cristal rojo,Λαχανικά,Κόκκινο γυαλί λάχανου,Verdure,Cavolo rosso in barattolo di vetro,Warzywa,Kapusta czerwona w słoiku,Zelenjava,Rdeče steklo za zelje
146,Vegetables,Spinach frozen boiled,Groente,Spinazie diepvries gekookt,,,Grønnsaker,"Frossen, kokt spinat",Gemüse,"Gefrorener, gekochter Spinat",Verduras,Espinacas congeladas hervidas,Λαχανικά,Σπανάκι κατεψυγμένο βρασμένο,Verdure,Spinaci surgelati lessati,Warzywa,Szpinak mrożony gotowany,Zelenjava,Zamrznjen kuhan špinač
147,Fruits,Apple wo skin av,Fruit,Appel z schil gem,,,Frukt,Eple uten skall,Obst,Apfel ohne Schale,Frutas,Manzana sin piel,Φρούτα,Μήλο χωρίς φλούδα,Frutta,Mela senza buccia,Owoce,Jabłko bez skórki,Sadje,Jabolko brez lupine
148,Fruits,Strawberries,Fruit,Aardbeien,,,Frukt,Jordbær,Obst,Erdbeeren,Frutas,Fresas,Φρούτα,Φράουλες,Frutta,Fragole,Owoce,Truskawki,Sadje,Jagode
149,Fruits,Apricots w skin,Fruit,Abrikozen m schil,,,Frukt,Aprikoser med skall,Obst,Aprikosen mit Schale,Frutas,Albaricoques con piel,Φρούτα,Βερίκοκα με φλούδα,Frutta,Albicocche con buccia,Owoce,Morele ze skórką,Sadje,Marelice s kožico
150,Fruits,Pineapple,Fruit,Ananas,,,Frukt,Ananas,Obst,Ananas,Frutas,Piña,Φρούτα,Ανανάς,Frutta,Ananas,Owoce,Ananas,Sadje,Ananas
151,Fruits,Banana,Fruit,Banaan,,Bananen,Frukt,Banan,Obst,Banane,Frutas,Plátano,Φρούτα,Μπανάνα,Frutta,Banana,Owoce,Banan,Sadje,Banana
152,Fruits,Blueberries,Fruit,Bessen blauwe,,Blauwe bessen,Frukt,Blåbær,Obst,Heidelbeeren,Frutas,Arándanos,Φρούτα,Μύρτιλα,Frutta,Mirtilli,Owoce,Jagody,Sadje,Borovnice
153,Fruits,Redcurrants,Fruit,Bessen rode,,Aalbessen,Frukt,Rødbær,Obst,Rote Johannisbeeren,Frutas,Grosellas rojas,Φρούτα,Κόκκινα φραγκοστάφυλα,Frutta,Ribes rosso,Owoce,Czerwone porzeczki,Sadje,Rdeči ribez
154,Fruits,Blackcurrants,Fruit,Bessen zwarte,,Zwarte bessen,Frukt,Solbær,Obst,Schwarze Johannisbeeren,Frutas,Grosellas negras,Φρούτα,Μαύρα φραγκοστάφυλα,Frutta,Ribes nero,Owoce,Czarna porzeczka,Sadje,Črni ribez
155,Fruits,Bilberries,Fruit,Bessen bos-,,Bosbessen,Frukt,Blåbær,Obst,Heidelbeeren,Frutas,Arándanos,Φρούτα,Μύρτιλα,Frutta,Mirtilli neri,Owoce,Czarnice,Sadje,Borovnice
156,Fruits,Cowberries,Fruit,Bessen vossen-,,Vossenbessen/rode bosbessen,Frukt,Tyttebær,Obst,Preiselbeeren,Frutas,Arándanos rojos,Φρούτα,Κουμκουάτ,Frutta,Mirtilli rossi,Owoce,Bruś,Sadje,Brusnice
157,Fruits,Blackberries,Fruit,Bramen,,Braam,Frukt,Brombær,Obst,Brombeeren,Frutas,Moras,Φρούτα,Βατόμουρα,Frutta,More,Owoce,Jeżyny,Sadje,Robidnice
158,Fruits,Lemon,Fruit,Citroen,,,Frukt,Sitron,Obst,Zitrone,Frutas,Limón,Φρούτα,Λεμόνι,Frutta,Limone,Owoce,Cytryna,Sadje,Limona
159,Fruits,Cranberries fresh,Fruit,Cranberry vers,,Veenbessen vers/cranberries vers,Frukt,Friske tyttebær,Obst,Frische Preiselbeeren,Frutas,Arándanos rojos frescos,Φρούτα,Φρέσκα κράνμπερι,Frutta,Mirtilli rossi freschi,Owoce,Świeże żurawiny,Sadje,Sveže brusnice
160,Fruits,Grapes w skin av,Fruit,Druiven m schil gem,,Druif m schil gem,Frukt,Druer med skall av,Obst,"Weintrauben mit Schale, durchschnittlich",Frutas,"Uvas con piel, promedio",Φρούτα,"Σταφύλια με φλούδα, μέσος όρος",Frutta,Uva con buccia av,Owoce,"Winogrona ze skórką, średnia",Sadje,"Grozdje s kožico, povprečna vrednost"
161,Fruits,Raspberries,Fruit,Frambozen,,Framboos,Frukt,Bringebær,Obst,Himbeeren,Frutas,Frambuesas,Φρούτα,Σμέουρα,Frutta,Lamponi,Owoce,Maliny,Sadje,Maline
162,Fruits,Grapefruit,Fruit,Grapefruit,,,Frukt,Grapefrukt,Obst,Grapefruit,Frutas,Pomelo,Φρούτα,Γκρέιπφρουτ,Frutta,Pompelmo,Owoce,Grejpfrut,Sadje,Grenivka
